0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29
0.000234444,0.000198706,0.000205357,0.004267661,0.00497697,0.004082071,0.005857613,0.003998798,0.000343318,0.004054971,0.00434918,0.000197696,0.006827595,0.003494249,0.000240291,0.000200886,0.000219079,0.004235413,0.000408788,0.007730805,0.000192011,0.004509315,0.004270621,0.000222715,0.00019432,0.004581111,0.003762475,0.00026222,0.001422513,0.004859575
0.000136878,0.000139375,0.000160319,0.003338192,0.003505108,0.003102164,0.003913007,0.003389665,0.000206264,0.002735081,0.003088757,0.000177119,0.006849731,0.002795706,0.000147183,0.000152302,0.00016411,0.00229173,0.000288035,0.009009339,0.000155976,0.003113027,0.003297249,0.000140231,0.000163738,0.004462767,0.00338923,0.000207229,0.001031572,0.002726282
0.000151194,0.00014883,0.000145666,0.003339685,0.00354154,0.003176928,0.003929474,0.003381386,0.000234304,0.0028292,0.00305258,0.000198039,0.006577388,0.002866922,0.00016669,0.000168395,0.000168414,0.002407124,0.000310323,0.009570867,0.000151178,0.003190225,0.003424438,0.000147473,0.000176374,0.004412731,0.003441843,0.000203919,0.001215647,0.002905402
0.000170966,0.000128828,0.000166436,0.001729304,0.002061865,0.00144856,0.002272416,0.001929246,0.000323312,0.001383117,0.002005846,0.000149563,0.005727724,0.005264441,0.000216741,0.000182793,0.000174301,0.001907831,0.000313661,0.003451648,0.00016119,0.001626211,0.001584876,0.000168784,0.000157238,0.002113669,0.001657968,0.000213809,0.000693496,0.001672298
0.000164208,0.000146626,0.000162103,0.001723269,0.002072884,0.001450235,0.002332767,0.001937357,0.000350649,0.001468577,0.002025575,0.000171789,0.005749397,0.005451595,0.00023318,0.000207582,0.00019355,0.002026959,0.000343006,0.003775289,0.000192623,0.001573913,0.001655682,0.000197644,0.000174975,0.002139519,0.00167076,0.000219155,0.000731644,0.001754314
0.000162316,0.000163663,0.000162449,0.004724353,0.004239316,0.004397839,0.005267635,0.004134866,0.000270703,0.003239118,0.004833685,0.000171223,0.006055863,0.005576841,0.000174258,0.000168674,0.000193013,0.003622697,0.000369217,0.010150471,0.000175297,0.003796854,0.003860777,0.000161281,0.000175254,0.004179728,0.003529576,0.000218009,0.00090382,0.003657303
0.000178632,0.000168149,0.0001724,0.004764705,0.004334371,0.004490774,0.00545011,0.004074151,0.00030201,0.003389795,0.004846105,0.000181841,0.006027179,0.005868587,0.000214447,0.000188734,0.000226491,0.003702988,0.000370362,0.011139647,0.000185786,0.003848433,0.004067962,0.000187452,0.000184815,0.004099659,0.003575852,0.000223819,0.000804469,0.003867498
0.000143876,0.000141204,0.000129423,0.003454119,0.005916454,0.004331281,0.00560399,0.003971485,0.000224584,0.003315636,0.005313977,0.000139142,0.006275232,0.00229723,0.000141151,0.00016275,0.00016352,0.002915644,0.000272206,0.008257686,0.000147534,0.003373291,0.004052526,0.000138637,0.000148691,0.004374105,0.004350867,0.000155288,0.001321075,0.00341526
0.000148858,0.000151892,0.000143545,0.003559943,0.005988017,0.004381801,0.005585476,0.003962101,0.000249508,0.003534725,0.005291358,0.000155324,0.006330889,0.002431583,0.000168974,0.000192356,0.000169014,0.003158121,0.00028071,0.00873792,0.000161185,0.003399448,0.004203822,0.000148573,0.000160069,0.004373974,0.004381679,0.000169289,0.001788181,0.003573778
0.000166611,0.000161824,0.000143705,0.004807718,0.004625185,0.003611417,0.004871474,0.004050877,0.000265322,0.003971063,0.004011115,0.000154699,0.006906874,0.003583913,0.000197253,0.000176696,0.000200632,0.00367658,0.000505356,0.01273826,0.000173205,0.003403746,0.005145267,0.00015902,0.00017063,0.005710721,0.005091052,0.000219436,0.001102633,0.004526762
0.000179566,0.000165228,0.000157689,0.004940558,0.004799296,0.003648243,0.00506512,0.004145987,0.000294496,0.004231353,0.003912724,0.000173937,0.006786112,0.003764904,0.000203654,0.000204306,0.000201792,0.003795403,0.000541147,0.013833371,0.000187262,0.003460182,0.005369732,0.000171405,0.000187748,0.005654938,0.004976787,0.000237363,0.001168518,0.004428969
0.000296985,0.000396719,0.000254216,0.008436998,0.007036901,0.005582618,0.007243003,0.007007795,0.00037482,0.006500396,0.006932894,0.000321947,0.011571661,0.007693944,0.000345003,0.000413097,0.000457628,0.004533242,0.000541023,0.014245131,0.000258008,0.006084813,0.006632169,0.000285335,0.000650907,0.006448521,0.006057323,0.000331044,0.002378326,0.006548401
0.000330442,0.000410834,0.000262358,0.008534734,0.006995798,0.005728158,0.00773378,0.00769298,0.000411694,0.006844277,0.007049069,0.000354082,0.012818263,0.007930195,0.000422109,0.000424201,0.000470702,0.004725866,0.000591698,0.015129856,0.000275975,0.006336303,0.006572069,0.000314674,0.000724701,0.006764828,0.006182336,0.000378242,0.002810263,0.006910537
0.000208136,0.000268018,0.000203457,0.003204083,0.003880504,0.003497567,0.004698876,0.004198978,0.000273335,0.003666962,0.003701233,0.000229313,0.011809246,0.005321311,0.000275182,0.000286976,0.000322689,0.00203249,0.000409371,0.005656952,0.000198009,0.002945499,0.004247046,0.000269701,0.000209771,0.004271903,0.003565198,0.000286106,0.001713735,0.00331778
0.000220994,0.000278723,0.00020628,0.003342779,0.003919936,0.003406123,0.004819381,0.004452507,0.000287563,0.003801163,0.003773858,0.000252754,0.011787731,0.005743485,0.000312094,0.000296134,0.000339292,0.002176667,0.000430385,0.00627155,0.000214961,0.00297969,0.004434681,0.000300551,0.000227798,0.004411279,0.003713834,0.000329332,0.001913097,0.003482709
0.00024359,0.000175076,0.000136136,0.002321164,0.002830304,0.002602626,0.003176008,0.002287253,0.000162694,0.002778624,0.003038716,0.00028944,0.00903748,0.004029751,0.000201661,0.000200554,0.000201833,0.001055642,0.000259647,0.00710568,0.000169553,0.002434324,0.002013096,0.000176241,0.000177067,0.003043814,0.002165216,0.000185947,0.00089484,0.002682334
0.000240023,0.000209989,0.000155877,0.002325207,0.00290123,0.002415283,0.002944747,0.002415118,0.000175213,0.002986266,0.003029494,0.000341812,0.008933936,0.004243391,0.000239009,0.000219962,0.000199379,0.001157514,0.000246278,0.007657328,0.000171774,0.002218255,0.002073687,0.000166473,0.00019222,0.003105689,0.002113012,0.000200065,0.000941661,0.002868086
0.000186643,0.000238114,0.000151029,0.002075719,0.001950041,0.001707007,0.002795571,0.002034628,0.000188678,0.001765989,0.002369589,0.000334652,0.006164992,0.003463743,0.000167145,0.000163845,0.000143514,0.001106847,0.000211943,0.004285777,0.000496505,0.001901129,0.001912279,0.000185692,0.000160428,0.002345779,0.001894853,0.00038447,0.000824776,0.001825082
0.000209712,0.000255878,0.000166154,0.002123151,0.002033973,0.001668046,0.002808369,0.00201231,0.000179757,0.001902992,0.002392545,0.000407172,0.006184099,0.003588463,0.000166932,0.000178186,0.000176427,0.001158678,0.000232321,0.005554064,0.000420271,0.001951634,0.002024556,0.000181696,0.000186834,0.002411944,0.001983796,0.000213795,0.000936597,0.001974089
0.000197685,0.000169071,0.000160799,0.002492006,0.002435646,0.001628806,0.001526698,0.001643266,0.000186242,0.001468949,0.00227627,0.000275861,0.004898866,0.00681717,0.000169991,0.000228871,0.000159729,0.000783306,0.000225608,0.004027671,0.000160436,0.00168988,0.002667896,0.000238778,0.000175994,0.002470044,0.002008348,0.000181118,0.00075883,0.001708261
0.000214087,0.000168054,0.000153617,0.002480878,0.002481876,0.001661917,0.001502843,0.001658876,0.000178202,0.001546542,0.002217811,0.000367176,0.005004417,0.00707519,0.000194399,0.000272773,0.000172728,0.000786657,0.000254948,0.004264828,0.000180399,0.001639075,0.00280224,0.00026403,0.000187133,0.002366537,0.002054394,0.000179526,0.000945589,0.001773676
0.000161299,0.000152344,0.000142799,0.002904836,0.002945323,0.002654028,0.003979286,0.00226393,0.000214881,0.003046655,0.003070405,0.000297248,0.00769789,0.005119642,0.000320912,0.00018715,0.000178301,0.001748335,0.000313148,0.005697814,0.000155175,0.002829985,0.004495146,0.000158309,0.000199249,0.003925602,0.002812093,0.000187763,0.001193993,0.003213117
0.000180371,0.000165185,0.000155624,0.00298589,0.003050684,0.002655643,0.004079979,0.002306363,0.000241393,0.003244851,0.003146436,0.000381445,0.007185033,0.005183561,0.000251336,0.000192377,0.000187557,0.001786919,0.000333903,0.00606091,0.000150493,0.002911241,0.004688962,0.000180957,0.000218753,0.003987717,0.002917732,0.000188808,0.001303502,0.003348092
0.000172064,0.000153741,0.000131507,0.005167754,0.003366479,0.005451089,0.006053101,0.005025285,0.000255211,0.005532806,0.00534406,0.000137717,0.008422394,0.001309913,0.00024534,0.000241304,0.0001505,0.003941151,0.000225854,0.005074498,0.000151066,0.003323872,0.005745771,0.000212818,0.000242956,0.006014954,0.005333301,0.0001927,0.001106283,0.003228833
0.000143821,0.00015433,0.000154807,0.005292688,0.003433071,0.00561105,0.006212209,0.005265731,0.000266728,0.005838049,0.005590428,0.000151035,0.008787945,0.001386808,0.000294106,0.000262598,0.000174712,0.00416907,0.000264174,0.005228999,0.000191938,0.003479699,0.006105714,0.000246694,0.000174005,0.006310449,0.005578887,0.000209956,0.001167316,0.003417793
0.000184542,0.000189151,0.000155494,0.003717663,0.004091054,0.003197216,0.004301507,0.003944086,0.000221602,0.004529913,0.003734937,0.000172541,0.005005607,0.002580113,0.000169113,0.000170791,0.00017169,0.005222378,0.000222122,0.007853648,0.000142892,0.00306365,0.004159021,0.000156021,0.000152956,0.003681691,0.003679209,0.00021438,0.000833394,0.002346263
0.000212821,0.000211511,0.000156994,0.003729335,0.00442463,0.003347753,0.004396844,0.004143669,0.000245964,0.004841912,0.003914202,0.000181048,0.005286893,0.002639095,0.000172483,0.000198972,0.000187752,0.005578216,0.000261082,0.008609946,0.000172582,0.003343911,0.004672854,0.000163889,0.000174842,0.003845864,0.003771495,0.000205695,0.000882356,0.002507828
0.000195323,0.000214789,0.000254499,0.004105342,0.003773234,0.003569486,0.003498212,0.003866358,0.000354128,0.00404535,0.003840615,0.000183359,0.01091395,0.008390844,0.000330194,0.000289642,0.000322636,0.00619059,0.000471425,0.010191964,0.000195667,0.003968912,0.003378849,0.000292469,0.000232567,0.004196672,0.003924645,0.000315025,0.000872725,0.003926351
0.000201044,0.000228601,0.000256548,0.004420362,0.004158934,0.003816023,0.003846211,0.004062412,0.000393944,0.004367113,0.004077638,0.000197227,0.010680773,0.008847966,0.00036407,0.000326914,0.000334465,0.006468283,0.00055179,0.010956736,0.000208749,0.004197576,0.003670735,0.000311336,0.000250558,0.004379251,0.004080177,0.000352072,0.000983664,0.004219795
0.000134716,0.000157734,0.000153811,0.003662123,0.003483748,0.003680436,0.004389708,0.004990232,0.000167776,0.002191734,0.002950129,0.000145477,0.004370785,0.001539322,0.000200353,0.00039246,0.000151765,0.002686055,0.000186575,0.003159743,0.000177853,0.004172263,0.000355274,0.00030125,0.000159305,0.000409148,0.000448859,0.00016132,0.0011184,0.002166406
0.00014617,0.000167932,0.000186627,0.003812929,0.003546728,0.003831564,0.004528684,0.005124437,0.000182349,0.002233438,0.003071524,0.000166521,0.004708921,0.001603131,0.000204689,0.000449982,0.000171374,0.002884288,0.000173483,0.003475098,0.000170255,0.004282855,0.000378441,0.000330132,0.000156735,0.00047884,0.000497435,0.000187609,0.001228168,0.00225284
0.00023937,0.000223999,0.000286955,0.00790753,0.006807842,0.006819142,0.007751804,0.007004568,0.000200295,0.006718771,0.004466822,0.027068831,0.010317398,0.002158753,0.000171705,0.000204715,0.000247343,0.003858903,0.000197801,0.008092395,0.000149093,0.005690097,0.001082961,0.000179664,0.000235798,0.000619061,0.000648241,0.000298709,0.005166152,0.006145449
0.000224572,0.00022168,0.000975746,0.008320918,0.007084104,0.007140809,0.00798144,0.007278557,0.000221487,0.006939972,0.004759575,0.036904247,0.010787005,0.002334163,0.000168416,0.000225408,0.000259119,0.004194799,0.000196749,0.008184364,0.000148418,0.005981762,0.001257375,0.000203882,0.000265292,0.000682457,0.000701764,0.00030065,0.006365815,0.006517806
0.001831097,0.001742923,0.00161058,0.008084176,0.010256494,0.008459198,0.01018117,0.009510467,0.003012158,0.009178807,0.009181263,0.001537896,0.028563742,0.002896852,0.002802147,0.002286476,0.001654793,0.015121971,0.003089709,0.013918211,0.001570093,0.009765057,0.010468866,0.002330274,0.002266076,0.008841859,0.004635043,0.002684853,0.007075495,0.00943287
0.001986872,0.001869429,0.001709473,0.006173628,0.010396684,0.008578775,0.010284423,0.010141908,0.00310038,0.009648784,0.009687735,0.001686783,0.031523949,0.003098639,0.002952287,0.00242291,0.001748456,0.012943443,0.003223372,0.015471483,0.001701171,0.010333554,0.010593471,0.002450236,0.002497779,0.00919651,0.00485518,0.002814964,0.007638205,0.00986577
0.003355893,0.003518592,0.003307123,0.003791613,0.005501329,0.003181508,0.008929989,0.005820008,0.003800453,0.007513297,0.007618876,0.003120447,0.007991597,0.004885471,0.003546681,0.004076173,0.003677418,0.004374304,0.003449094,0.007509432,0.003057821,0.004026551,0.008582902,0.003735506,0.003849266,0.005156007,0.004394016,0.003715609,0.007341652,0.007908063
0.003571013,0.003694148,0.003476751,0.003930019,0.005554302,0.003437559,0.009289704,0.006031297,0.004014941,0.007891166,0.007881157,0.003294602,0.008796765,0.005212539,0.00372123,0.004320815,0.003873725,0.004499317,0.003622102,0.007737743,0.00323417,0.004201027,0.008888823,0.003957164,0.003958924,0.005404496,0.004721099,0.003941126,0.008562371,0.008293034
0.001739878,0.001593395,0.001677677,0.004032555,0.006032578,0.00456258,0.003919734,0.004113121,0.003233318,0.005851421,0.003699825,0.001568426,0.022821273,0.00291282,0.003169605,0.00263326,0.001580212,0.007278213,0.00355974,0.010998014,0.001521641,0.004233849,0.006442061,0.002579531,0.002334226,0.004048081,0.004077307,0.003082582,0.005113892,0.006154707
0.001894419,0.001797417,0.001794775,0.004257959,0.006317366,0.004684225,0.004079185,0.004530897,0.00344406,0.006101026,0.00403357,0.00170581,0.022442269,0.003067322,0.003343816,0.002860625,0.001676551,0.007337285,0.003766501,0.01181595,0.001634269,0.004654393,0.006613689,0.002787867,0.002455025,0.004413076,0.004411613,0.00326626,0.005029835,0.006571807
0.00247584,0.00192808,0.002290922,0.005936745,0.00629963,0.015423259,0.007404946,0.017059692,0.002547778,0.017331992,0.011510986,0.002004073,0.01121847,0.006129124,0.002349178,0.005836791,0.001982289,0.012309552,0.002390827,0.014079942,0.001956133,0.014959842,0.020161648,0.004944105,0.002952701,0.01276754,0.011725778,0.002189071,0.009625211,0.018207417
0.002611638,0.002055651,0.002424776,0.006180403,0.006300407,0.017148081,0.00761861,0.017928025,0.002657214,0.017887022,0.012316353,0.002096558,0.011293084,0.005917524,0.002459995,0.00607188,0.002101462,0.012975567,0.002516995,0.015363851,0.002088948,0.018495268,0.02104663,0.005386424,0.00310073,0.015353591,0.013859831,0.002285823,0.010075564,0.018941654
0.000170963,0.000142454,0.000170118,0.001487542,0.001780851,0.001969876,0.002093902,0.002852151,0.00024094,0.00191795,0.002151701,0.000135728,0.004305427,0.000621204,0.000260403,0.000302887,0.000198692,0.001725514,0.000233584,0.003022201,0.000143787,0.001791305,0.002128142,0.000272939,0.000160868,0.00204243,0.002129707,0.000242706,0.001489753,0.001853898
0.000174352,0.000173414,0.000161593,0.001615825,0.001835037,0.002075482,0.002213223,0.002843496,0.000291483,0.00205306,0.002325014,0.000135783,0.00481034,0.000713666,0.000299609,0.000348054,0.00022212,0.001785409,0.000248165,0.003151038,0.000161231,0.001929217,0.00220471,0.000293883,0.000185323,0.002174846,0.002289958,0.000277644,0.001139383,0.001981661
0.013312686,0.006370697,0.011166056,0.022383754,0.024740955,0.030553546,0.030371153,0.025732481,0.007646472,0.024522328,0.02782405,0.014152041,0.048064011,0.01553411,0.007607494,0.007767807,0.006186037,0.024935413,0.006991657,0.025503601,0.012874713,0.023222626,0.02073053,0.007884486,0.012074851,0.022738648,0.029054908,0.006993542,0.022411557,0.021176303
0.013951446,0.006789792,0.011957629,0.023596231,0.025592653,0.032332427,0.031581879,0.027674702,0.007891216,0.025505392,0.02955753,0.014954001,0.051525652,0.01639651,0.007807994,0.008348784,0.00660878,0.025499307,0.007258796,0.025847651,0.013667316,0.024347662,0.021152108,0.008294832,0.012701519,0.024083857,0.030883665,0.007191929,0.021204347,0.022248301
0.006571893,0.002632062,0.005827967,0.013423397,0.015516253,0.019901537,0.017455922,0.013967427,0.002767563,0.013239154,0.016511614,0.005644123,0.020965548,0.007088242,0.002686338,0.002992673,0.002624628,0.011273993,0.002634887,0.01577413,0.006066161,0.017216404,0.012663698,0.00315247,0.005320374,0.012861972,0.01059724,0.002591914,0.013658885,0.009274162
0.007026793,0.002795654,0.00623266,0.014450537,0.016192971,0.021700091,0.017594401,0.015019773,0.002867218,0.01372067,0.017518527,0.005846158,0.022234801,0.007470004,0.002788328,0.003168545,0.002813551,0.012063329,0.002754816,0.016258774,0.006548764,0.018736338,0.012919658,0.003262931,0.005647024,0.013751343,0.011265001,0.002740481,0.014463691,0.009794639
0.003925875,0.003559183,0.00404315,0.004315983,0.005883248,0.004971007,0.006596853,0.005349018,0.006271191,0.010937689,0.008356164,0.001105093,0.012033934,0.00899378,0.007315138,0.00312076,0.00340801,0.008816625,0.004452473,0.01297643,0.000890805,0.007609742,0.012455624,0.003977226,0.005482241,0.009128737,0.007591537,0.006407131,0.019782702,0.011041947
0.003679966,0.003293703,0.003830824,0.004602474,0.006044858,0.005134794,0.006831999,0.005324902,0.005932336,0.011389452,0.008619527,0.001096476,0.011270213,0.009248889,0.006867751,0.003201227,0.003293691,0.009189245,0.00424038,0.013236438,0.000890176,0.008820276,0.013186366,0.004136393,0.005294278,0.009580388,0.007977289,0.006152761,0.022286768,0.01151796
0.000443521,0.000331613,0.000345722,0.002118452,0.001987629,0.002478392,0.001948822,0.002303772,0.001067802,0.002805834,0.001943339,0.000299073,0.005689838,0.001773407,0.000918478,0.001551605,0.00045263,0.003767851,0.000902853,0.005118883,0.000290964,0.002189263,0.003053916,0.001583765,0.000517514,0.002402692,0.002360061,0.000898078,0.001633794,0.002780538
0.000508279,0.000380167,0.000402923,0.002292873,0.00212708,0.002609475,0.002081049,0.002484005,0.001148247,0.002966711,0.002102575,0.000347041,0.006203477,0.001904433,0.000983647,0.001579041,0.000498951,0.003962832,0.000982256,0.005348724,0.000343594,0.002366266,0.003237112,0.001667886,0.000582352,0.002573669,0.002612603,0.000973079,0.001775285,0.002965509
0.00096925,0.000841709,0.000965247,0.005166612,0.004406766,0.00555685,0.004661476,0.004745334,0.001738168,0.00568195,0.005997731,0.000798078,0.01453145,0.002000071,0.001615101,0.001488501,0.000949504,0.009416316,0.00185739,0.008960364,0.000837836,0.00398599,0.00744705,0.00132585,0.001170773,0.00757657,0.005117243,0.001594346,0.001971105,0.005584944
0.001060776,0.000952432,0.00107116,0.005492368,0.004680937,0.005881942,0.004980054,0.005159729,0.001820993,0.006000665,0.006409047,0.000887386,0.01522948,0.002114896,0.001706685,0.001602021,0.001053139,0.009906779,0.001953165,0.009246164,0.000918551,0.004305375,0.007820081,0.001426891,0.001289252,0.00788858,0.005623999,0.00171555,0.002090265,0.005809169
0.005967382,0.006329183,0.006123161,0.016164149,0.012343364,0.016180664,0.008644211,0.012437311,0.007684278,0.01573892,0.008118112,0.00561779,0.019191027,0.009542549,0.00669617,0.007645516,0.005750878,0.021193949,0.007197469,0.018896332,0.005435868,0.009730646,0.017105211,0.007303295,0.006730001,0.015453611,0.01128743,0.006785274,0.012190885,0.015298618
0.006406044,0.006709659,0.006436158,0.017047771,0.012452185,0.016837607,0.008945151,0.011612694,0.008039949,0.016619412,0.008099924,0.0058712,0.018236008,0.010402922,0.006920088,0.008043215,0.006023812,0.022274702,0.007424143,0.019721114,0.005742401,0.009028114,0.017871811,0.007773766,0.00711548,0.016222181,0.012159181,0.007089,0.011959601,0.016215704
0.000278096,0.000256633,0.00028997,0.001325996,0.001968933,0.001269798,0.001512176,0.001350263,0.000685377,0.001917827,0.00139792,0.000223377,0.003536396,0.002229688,0.000687757,0.00028001,0.000271824,0.003542144,0.000842667,0.004307917,0.000193787,0.001329896,0.002182519,0.000271872,0.000404432,0.001309633,0.001171866,0.000634815,0.000945436,0.002014129
0.000330226,0.000280486,0.000334198,0.001452654,0.00204872,0.0013876,0.001586917,0.001498293,0.000772257,0.002056672,0.001510447,0.000248049,0.003683906,0.002133673,0.00074402,0.000317153,0.000308858,0.003717973,0.000917804,0.004519049,0.000228323,0.001466525,0.002291817,0.000299456,0.000532806,0.00147628,0.001342512,0.000702189,0.000895035,0.002203888
0.000664454,0.000385898,0.000546575,0.005542312,0.004550162,0.004836433,0.006280318,0.004906792,0.001065377,0.004096906,0.00432904,0.000574046,0.008151238,0.007557693,0.000893172,0.000794566,0.000437945,0.003991751,0.001239121,0.00438082,0.000591591,0.004987464,0.004817717,0.000858827,0.000598228,0.004203402,0.004200719,0.000732558,0.003633309,0.003963398
0.000725327,0.000436588,0.00061948,0.00581044,0.004717316,0.005108207,0.006453436,0.005234161,0.001083658,0.004298085,0.004545525,0.000631878,0.008420578,0.008130315,0.000877104,0.000816892,0.000503714,0.004006722,0.001216983,0.004344209,0.000658071,0.005251686,0.00507342,0.000867505,0.000698097,0.004494105,0.004234223,0.000740736,0.004272836,0.004111687
0.000311824,0.000210453,0.00026174,0.00724661,0.007931013,0.006052315,0.008109648,0.006680786,0.000548915,0.00533594,0.00665899,0.000333795,0.007372081,0.001062976,0.000575371,0.000537154,0.000313004,0.004559584,0.000864443,0.005020605,0.000261785,0.003397734,0.006505899,0.000414801,0.000320604,0.004987362,0.004268073,0.000431198,0.00491704,0.00419344
0.000358085,0.000237609,0.000287528,0.007536168,0.008361572,0.00656478,0.008533485,0.007063919,0.000561954,0.005604792,0.007155098,0.000324348,0.007745659,0.001141804,0.000576338,0.000531982,0.000361962,0.004642526,0.000838881,0.005064514,0.000285018,0.003718377,0.006934851,0.000421018,0.000378535,0.005338557,0.004427803,0.000436318,0.00554641,0.00446105
0.002571848,0.001780408,0.001852008,0.007016108,0.007312893,0.006125069,0.007853297,0.006326445,0.002822608,0.008221591,0.016711936,0.001806269,0.00765456,0.006939569,0.00270551,0.00297585,0.002471386,0.008028568,0.003060895,0.00848343,0.001663866,0.006286304,0.006061649,0.002535572,0.001934506,0.005329754,0.007220206,0.002500984,0.005610874,0.005789189
